Date;Open;High;Low;Close;Adj Close;Volume
06/06/2017;62450;63302;62426;62955;62955;2993300
07/06/2017;62955;63637;62912;63171;63171;2892300
08/06/2017;63171;63171;62376;62756;62756;2702400
09/06/2017;62755;63066;62095;62211;62211;3099900
12/06/2017;62219;62286;61279;61700;61700;3026600
13/06/2017;61708;62012;61510;61829;61829;2469100
14/06/2017;61831;62475;61508;61923;61923;4328500
15/06/2017;null;null;null;null;null;null
16/06/2017;61911;61921;61269;61626;61626;5088000
19/06/2017;61620;62272;61620;62014;62014;2752600
20/06/2017;62011;62011;60766;60766;60766;3956200
21/06/2017;60783;61188;60544;60762;60762;3274700
22/06/2017;60762;61354;60758;61272;61272;3066900
23/06/2017;61272;61400;60992;61087;61087;2836700
26/06/2017;61088;62251;61088;62188;62188;2599200
27/06/2017;62188;62424;61580;61675;61675;3275700
28/06/2017;61684;62057;61433;62018;62018;2719100
29/06/2017;62010;62499;61689;62239;62239;2915500
30/06/2017;62238;63038;62238;62900;62900;2688200
03/07/2017;62901;63338;62901;63280;63280;2086300
04/07/2017;63268;63346;63076;63232;63232;950700
05/07/2017;63215;63485;62708;63154;63154;3169900
06/07/2017;63156;63188;62354;62470;62470;3038700
07/07/2017;62474;62926;62035;62322;62322;2894200
10/07/2017;62322;63135;62322;63025;63025;2224000
11/07/2017;63027;63891;62908;63832;63832;2566700
12/07/2017;63840;64938;63827;64836;64836;4116300
13/07/2017;64854;65302;64854;65178;65178;3121700
14/07/2017;65178;65624;65178;65436;65436;2711600
17/07/2017;65431;65478;65119;65212;65212;2255300
18/07/2017;65208;65338;64943;65338;65338;2213500
19/07/2017;65337;65604;64874;65180;65180;2622700
20/07/2017;65178;65505;64898;64938;64938;2252900
21/07/2017;64936;65150;64599;64684;64684;2125500
24/07/2017;64695;65104;64678;65100;65100;1908900
25/07/2017;65101;65749;65101;65668;65668;2737400
26/07/2017;65668;65873;64992;65011;65011;2942300
27/07/2017;65013;65678;65013;65277;65277;2483900
28/07/2017;65253;65497;64953;65497;65497;2760700
31/07/2017;65503;66048;65503;65920;65920;2572700
01/08/2017;65925;66606;65925;66516;66516;2762600
02/08/2017;66504;67277;66305;67136;67136;3713700
03/08/2017;67136;67256;66705;66777;66777;2722400
04/08/2017;66783;67104;66525;66898;66898;2370900
07/08/2017;66898;68043;66887;67940;67940;2996800
08/08/2017;67936;68500;67671;67899;67899;3134300
09/08/2017;67894;67894;67290;67671;67671;2488000
10/08/2017;67671;67671;66650;66992;66992;2820800
11/08/2017;66992;67623;66678;67359;67359;2890000
14/08/2017;67364;68642;67226;68285;68285;2827300
15/08/2017;68296;68846;68293;68355;68355;2753200
16/08/2017;68356;68950;68304;68594;68594;3753400
17/08/2017;68596;68596;67866;67977;67977;2661800
18/08/2017;67990;68808;67979;68715;68715;3464800
21/08/2017;68713;69068;68514;68635;68635;2643300
22/08/2017;68645;70278;68645;70011;70011;3907500
23/08/2017;70011;70587;69947;70478;70478;3348400
24/08/2017;70482;71238;70482;71133;71133;3113000
25/08/2017;71138;71506;70801;71074;71074;2411000
28/08/2017;71074;71390;70909;71017;71017;2196400
29/08/2017;71005;71330;70517;71330;71330;2274700
30/08/2017;71328;71454;70755;70886;70886;2663200
31/08/2017;70887;71234;70516;70835;70835;4245100
01/09/2017;70848;72217;70846;71923;71923;3880900
04/09/2017;71921;72141;71671;72129;72129;1998000
05/09/2017;72134;73180;71827;72151;72151;4230900
06/09/2017;72157;73608;72157;73412;73412;4242500
07/09/2017;null;null;null;null;null;null
08/09/2017;73413;73646;72925;73079;73079;3114100
11/09/2017;73096;74636;73096;74319;74319;3283100
12/09/2017;74322;75332;74294;74539;74539;3591700
13/09/2017;74543;75146;74196;74788;74788;3212500
14/09/2017;74787;74949;74397;74657;74657;3206100
15/09/2017;74656;75820;74648;75757;75757;4825000
18/09/2017;75758;76404;75621;75990;75990;3437400
19/09/2017;75990;76071;75300;75974;75974;3026100
20/09/2017;75974;76420;75074;76004;76004;3890900
21/09/2017;76014;76251;75282;75604;75604;3228500
22/09/2017;75618;75734;75029;75390;75390;2801700
25/09/2017;75381;75470;74303;74443;74443;3376500
26/09/2017;74443;74971;74319;74319;74319;3565400
27/09/2017;74358;74744;73125;73797;73797;3788600
28/09/2017;73808;74011;73277;73567;73567;3082900
29/09/2017;73571;74518;73571;74294;74294;3126600
02/10/2017;74295;74506;73845;74360;74360;2512000
03/10/2017;74363;76763;74363;76763;76763;3816900
04/10/2017;76763;77004;76422;76591;76591;3119500
05/10/2017;76592;78024;76592;76618;76618;4112900
06/10/2017;76618;76618;75603;76055;76055;2994300
09/10/2017;76055;76067;75181;75727;75727;2335300
10/10/2017;75745;76996;75745;76897;76897;3489200
11/10/2017;76910;76985;76323;76660;76660;3781500
12/10/2017;null;null;null;null;null;null
13/10/2017;76659;77319;76659;76990;76990;3200100
16/10/2017;76985;77382;76565;76892;76892;3075600
17/10/2017;76892;76892;76046;76201;76201;2771100
18/10/2017;76211;76730;76012;76591;76591;3156800
19/10/2017;76591;76591;75366;76283;76283;2509800
20/10/2017;76291;76971;76291;76391;76391;2645300
23/10/2017;76398;76498;75315;75413;75413;2631800
24/10/2017;75426;76420;75426;76350;76350;3047500
25/10/2017;76350;76883;75404;76671;76671;2953800
26/10/2017;76671;77061;75813;75896;75896;2901100
27/10/2017;75898;76617;75601;75976;75976;3434400
30/10/2017;75973;75973;74305;74800;74800;3811600
31/10/2017;74798;75142;74145;74308;74308;3545700
01/11/2017;74310;75199;73823;73824;73824;3668100
02/11/2017;null;null;null;null;null;null
03/11/2017;73834;74254;73094;73915;73915;4386900
06/11/2017;73911;74445;73830;74311;74311;3297400
07/11/2017;74306;74306;72386;72415;72415;4888900
08/11/2017;72468;74481;72468;74363;74363;3408800
09/11/2017;74363;74363;72795;72931;72931;3303800
10/11/2017;72932;73019;71920;72166;72166;3140100
13/11/2017;72167;72735;71776;72475;72475;2783400
14/11/2017;72442;72838;70825;70827;70827;4352600
15/11/2017;72442;72838;70825;70827;70827;0
16/11/2017;70827;72896;70827;72512;72512;3340900
17/11/2017;72512;73632;72390;73437;73437;2749700
20/11/2017;null;null;null;null;null;null
21/11/2017;73439;75073;73439;74595;74595;3539600
22/11/2017;74611;75019;74242;74519;74519;3410600
23/11/2017;74519;74578;73851;74487;74487;1556800
24/11/2017;74503;74542;74093;74157;74157;2510300
27/11/2017;74157;74157;73159;74059;74059;2810800
28/11/2017;74060;74989;74056;74140;74140;3030700
29/11/2017;74146;74515;72700;72700;72700;3639400
30/11/2017;72700;72700;71215;71971;71971;5348800
01/12/2017;71955;72472;71488;72264;72264;3003100
04/12/2017;72266;73749;72266;73090;73090;3038600
05/12/2017;73090;74166;72319;72546;72546;2913300
06/12/2017;72535;73418;71906;73268;73268;3099300
07/12/2017;73268;73268;71356;72487;72487;3260800
08/12/2017;72489;73425;72489;72732;72732;3085600
11/12/2017;72775;73361;72498;72800;72800;2450200
12/12/2017;72800;73814;71798;73814;73814;2956100
13/12/2017;73827;74622;72569;72914;72914;4494700
14/12/2017;72913;72913;71969;72429;72429;3491800
15/12/2017;72428;73069;72277;72608;72608;4659500
18/12/2017;72621;73519;72621;73115;73115;3202900
19/12/2017;73122;73139;72347;72680;72680;2351600
20/12/2017;72680;73492;72680;73367;73367;2219600
21/12/2017;73367;75133;73265;75133;75133;3056400
22/12/2017;75128;75227;74623;75187;75187;1906900
25/12/2017;null;null;null;null;null;null
26/12/2017;75187;75758;74924;75688;75688;1579700
27/12/2017;75708;76293;75708;76073;76073;1792200
28/12/2017;76077;76437;76077;76402;76402;2083000
29/12/2017;76077;76437;76077;76402;76402;0
02/01/2018;76403;77909;76403;77891;77891;2880300
03/01/2018;77889;78414;77602;77995;77995;3142200
04/01/2018;77998;79135;77998;78647;78647;3486100
05/01/2018;78644;79071;78218;79071;79071;2747100
08/01/2018;79070;79395;78631;79379;79379;2550800
09/01/2018;79379;79415;78699;78864;78864;3458600
10/01/2018;78864;78864;78164;78201;78201;2759900
11/01/2018;78201;79365;78201;79365;79365;3409400
12/01/2018;79365;79440;78861;79349;79349;3577800
15/01/2018;79349;79847;79349;79752;79752;1941000
16/01/2018;79751;80246;79668;79832;79832;2982500
17/01/2018;79832;81189;79828;81189;81189;3341200
18/01/2018;81185;81367;80498;80963;80963;3429600
19/01/2018;80965;81429;80854;81220;81220;3123200
22/01/2018;81220;81675;80923;81675;81675;2693000
23/01/2018;81676;81676;80524;80678;80678;3711200
24/01/2018;80679;83680;80679;83680;83680;5503700
25/01/2018;80679;83680;80679;83680;83680;0
26/01/2018;83680;85531;83680;85531;85531;5410600
29/01/2018;85531;85531;84341;84698;84698;3889600
30/01/2018;84697;84697;83804;84482;84482;3566000
31/01/2018;84485;86213;84484;84913;84913;4233500
01/02/2018;84913;86028;84833;85495;85495;4085300
02/02/2018;85495;85495;83831;84041;84041;3376900
05/02/2018;84040;84311;81861;81861;81861;3253600
06/02/2018;81857;84162;80804;83894;83894;5599100
07/02/2018;83894;84410;82548;82767;82767;3886000
08/02/2018;82773;83501;81109;81533;81533;4011400
09/02/2018;81532;81897;79690;80899;80899;4283400
14/02/2018;null;null;null;null;null;null
15/02/2018;83551;84686;83551;84291;84291;3489300
16/02/2018;84291;84575;83824;84525;84525;3475800
19/02/2018;84525;84956;84525;84793;84793;2088900
20/02/2018;84792;86290;84261;85804;85804;4078100
21/02/2018;85804;87358;85804;86052;86052;4815500
22/02/2018;86050;87159;86050;86686;86686;3535700
23/02/2018;86690;87345;86138;87293;87293;4178600
26/02/2018;87296;88318;87242;87653;87653;4047100
27/02/2018;87649;87839;86613;86935;86935;3534700
28/02/2018;86939;87109;85431;85481;85481;5947100
01/03/2018;85337;86260;84640;85378;85378;4341300
02/03/2018;85378;85761;83897;85761;85761;3884300
05/03/2018;85292;86165;85053;86023;86023;3425200
06/03/2018;86023;86931;85653;85653;85653;3608600
07/03/2018;85653;85653;84397;85484;85484;3456800
08/03/2018;85510;85830;84491;84985;84985;3694700
09/03/2018;84987;86389;84749;86371;86371;3481500
12/03/2018;86386;87046;86386;86900;86900;2602900
13/03/2018;86902;87333;86119;86384;86384;2735800
14/03/2018;86383;86970;85691;86051;86051;2561000
15/03/2018;86051;86051;84720;84928;84928;3840100
16/03/2018;84928;85495;84525;84886;84886;5446200
19/03/2018;84886;84886;83678;83913;83913;3330600
20/03/2018;83919;84412;83682;84164;84164;2682000
21/03/2018;84166;85145;84080;84977;84977;3260900
22/03/2018;84984;85499;84197;84768;84768;3241700
23/03/2018;84766;85450;84042;84377;84377;3176900
26/03/2018;84377;85553;84357;85088;85088;2355600
27/03/2018;85103;85296;83542;83808;83808;2948400
28/03/2018;83806;83889;82889;83874;83874;2911400
29/03/2018;83874;85708;83874;85366;85366;3150300
02/04/2018;85365;85675;84166;84666;84666;2598500
03/04/2018;84669;85411;84210;84623;84623;2579000
04/04/2018;84610;84610;82826;84360;84360;2948300
05/04/2018;84374;86148;84374;85210;85210;4257700
06/04/2018;85210;85210;83833;84820;84820;3069100
09/04/2018;84832;85110;83155;83307;83307;3174800
10/04/2018;83312;84538;83312;84510;84510;3518700
11/04/2018;84494;85417;84340;85246;85246;3370600
12/04/2018;85246;85577;85025;85444;85444;2837000
13/04/2018;85441;85441;84144;84334;84334;3504200
16/04/2018;84328;84591;82762;82862;82862;2913400
17/04/2018;82862;84191;82810;84086;84086;2628600
18/04/2018;84090;86149;84090;85776;85776;4196900
19/04/2018;85775;86059;85197;85824;85824;3522500
20/04/2018;85823;85823;85025;85550;85550;2990100
23/04/2018;85520;85746;84711;85602;85602;2426000
24/04/2018;85603;86578;85106;85469;85469;2845000
25/04/2018;85466;85466;84349;85044;85044;3218400
26/04/2018;85051;86383;85051;86383;86383;3138000
27/04/2018;86383;87179;86262;86445;86445;0
30/04/2018;86443;86739;85979;86115;86115;2181000
02/05/2018;86111;86111;84383;84547;84547;3720600
03/05/2018;84547;84562;83178;83288;83288;3977800
04/05/2018;83286;83671;82746;83118;83118;3472900
07/05/2018;83199;83643;82602;82714;82714;2843000
08/05/2018;82715;83409;82201;82956;82956;3949500
09/05/2018;82977;84447;82855;84265;84265;4695400
10/05/2018;84284;86201;84284;85861;85861;4611100
11/05/2018;85861;86406;85183;85220;85220;4379700
14/05/2018;85222;86105;84688;85232;85232;4080700
15/05/2018;85225;85231;83830;85130;85130;4405100
16/05/2018;85122;86678;85044;86537;86537;3707000
17/05/2018;86537;86537;83377;83622;83622;5508600
18/05/2018;83614;83614;81391;83082;83082;5730200
21/05/2018;83095;83883;81576;81815;81815;4242200
22/05/2018;81817;83396;81613;82739;82739;4785500
23/05/2018;82742;82742;80867;80867;80867;3875500
24/05/2018;80860;80860;79027;80122;80122;6182200
25/05/2018;80123;80629;78622;78898;78898;4650100
28/05/2018;78886;78886;75337;75356;75356;4176200
29/05/2018;75361;77214;75361;76072;76072;5972300
30/05/2018;76058;77097;75515;76754;76754;7442100
01/06/2018;76779;78169;75524;77240;77240;6044400
04/06/2018;77244;78637;77244;78596;78596;4023100
05/06/2018;78595;78892;76412;76642;76642;4499800
06/06/2018;76641;76967;75518;76117;76117;4871700
07/06/2018;76117;76117;71162;73851;73851;7919200
08/06/2018;73848;74031;71679;72942;72942;5952400
11/06/2018;72943;73716;71843;72308;72308;3564300
12/06/2018;72308;73322;72124;72754;72754;3889600
13/06/2018;72757;72977;71035;72122;72122;4360200
14/06/2018;72151;72708;71344;71421;71421;4281600
15/06/2018;71421;71421;69583;70758;70758;6456800
18/06/2018;70757;70757;69360;69815;69815;3475200
19/06/2018;69811;72010;69069;71394;71394;5185300
20/06/2018;71397;72617;71155;72123;72123;4414600
21/06/2018;72117;72207;70019;70075;70075;3490800
22/06/2018;70077;71058;69907;70641;70641;3054700
25/06/2018;70642;71323;69779;70953;70953;3346300
26/06/2018;70968;71622;70203;71405;71405;3502300
27/06/2018;71405;72032;70134;70609;70609;3588900
28/06/2018;70609;72092;70439;71767;71767;3511400
29/06/2018;71779;73020;71779;72763;72763;3879400
02/07/2018;72763;72840;71935;72840;72840;2753900
03/07/2018;72848;74515;72848;73668;73668;3253800
04/07/2018;73667;74904;73450;74743;74743;2142100
05/07/2018;74751;75127;73756;74553;74553;3562800
06/07/2018;74558;75065;74048;75010;75010;0
10/07/2018;75015;75895;74431;74862;74862;3901000
11/07/2018;74862;75025;74196;74399;74399;3766800
12/07/2018;74403;75898;74403;75856;75856;3508500
13/07/2018;75856;76682;75554;76594;76594;0
16/07/2018;76587;76924;76129;76653;76653;3134700
17/07/2018;76653;78522;76482;78130;78130;3882900
18/07/2018;78124;78496;77164;77363;77363;3394300
19/07/2018;77360;77487;75890;77487;77487;3781100
20/07/2018;77500;79489;77500;78571;78571;4745200
23/07/2018;78571;78639;77871;77996;77996;2446800
24/07/2018;78005;79497;78005;79155;79155;3283200
25/07/2018;79154;80437;79154;80218;80218;3472700
26/07/2018;80242;80589;79081;79405;79405;3596500
27/07/2018;79405;80251;79405;79866;79866;3015600
30/07/2018;79866;80492;79699;80276;80276;2631400
31/07/2018;80279;80279;79016;79220;79220;3354500
01/08/2018;79213;79731;78769;79302;79302;3227100
02/08/2018;79237;79896;78573;79637;79637;3005500
03/08/2018;79656;81792;79656;81435;81435;3802600
06/08/2018;81445;81765;80965;81051;81051;2516600
07/08/2018;81093;81742;79923;80347;80347;3861200
08/08/2018;80347;80912;78966;79152;79152;3833800
09/08/2018;79171;79461;78156;78768;78768;3717400
10/08/2018;78766;78766;76043;76514;76514;0
13/08/2018;76513;77689;75931;77496;77496;3958200
14/08/2018;77499;78742;77499;78602;78602;3713000
15/08/2018;78614;78618;76829;77078;77078;4386400
16/08/2018;77085;77704;76381;76819;76819;3285400
17/08/2018;76817;76817;75633;76029;76029;3742300
20/08/2018;76029;76497;75608;76328;76328;3578100
21/08/2018;76327;76340;74915;75180;75180;4077000
22/08/2018;75171;76904;74876;76902;76902;3610400
23/08/2018;76898;77232;75466;75634;75634;3866700
24/08/2018;75647;76629;75647;76262;76262;3159900
27/08/2018;76264;78008;76264;77930;77930;2750600
28/08/2018;77928;78038;77149;77473;77473;2964800
29/08/2018;77472;78783;77399;78389;78389;3127600
30/08/2018;78389;78389;76372;76404;76404;3546800
31/08/2018;76386;77202;76026;76678;76678;4145600
03/09/2018;76675;76675;75729;76193;76193;1673300
04/09/2018;76192;76192;74605;74712;74712;3162300
05/09/2018;74712;75370;74276;75092;75092;2830400
06/09/2018;75098;76533;74986;76416;76416;3298500
10/09/2018;76416;77293;76115;76436;76436;3105200
11/09/2018;76437;76437;74275;74657;74657;0
12/09/2018;74680;75680;74499;75125;75125;3709100
13/09/2018;75126;75407;74501;74687;74687;3062100
14/09/2018;74687;75705;74445;75429;75429;3231700
17/09/2018;75428;76893;75227;76789;76789;3397600
18/09/2018;76781;78454;76677;78314;78314;4167000
19/09/2018;78268;79021;77624;78169;78169;3780800
20/09/2018;78169;78944;77820;78116;78116;3137600
21/09/2018;78116;80002;78116;79444;79444;4666800
24/09/2018;79447;79447;77857;77984;77984;0
25/09/2018;77980;78688;77005;78630;78630;3700400
26/09/2018;78634;79461;78530;78656;78656;3735300
27/09/2018;78676;80107;78676;80000;80000;4475000
28/09/2018;80000;80000;78967;79342;79342;4061400
01/10/2018;79350;79557;78091;78624;78624;3134400
02/10/2018;78625;81778;78625;81612;81612;5929900
03/10/2018;81624;85442;81623;83273;83273;7618600
04/10/2018;83275;83430;81892;82953;82953;4935600
05/10/2018;82972;83805;82030;82322;82322;5394800
08/10/2018;82324;87333;82324;86084;86084;9999000
09/10/2018;86053;86573;85433;86088;86088;6461000
10/10/2018;86084;86085;83679;83679;83679;0
11/10/2018;83700;84749;82607;82921;82921;5188700
15/10/2018;82922;84278;82922;83360;83360;4782900
16/10/2018;83420;85718;83420;85718;85718;4811300
17/10/2018;85714;86167;84944;85764;85764;4858600
18/10/2018;85760;85760;83846;83847;83847;4085300
19/10/2018;83845;84954;83667;84220;84220;3753500
22/10/2018;84222;85772;84222;85597;85597;3873700
23/10/2018;85595;85595;84032;85300;85300;4388100
24/10/2018;85302;85786;83035;83064;83064;4679200
25/10/2018;83124;84831;83124;84084;84084;0
26/10/2018;84084;85720;83497;85720;85720;6471500
29/10/2018;85728;88377;82783;83797;83797;7733900
30/10/2018;83802;86990;83802;86886;86886;6556900
31/10/2018;86889;88028;86213;87424;87424;5889800
01/11/2018;87428;89017;87094;88419;88419;5878400
05/11/2018;88418;89598;88347;89598;89598;4620800
06/11/2018;89587;89587;88066;88669;88669;0
07/11/2018;88676;89565;87541;87714;87714;4371300
08/11/2018;87719;88570;85620;85620;85620;5297700
09/11/2018;85620;86233;84030;85641;85641;4814400
12/11/2018;85644;86227;85009;85525;85525;3534000
13/11/2018;85531;85941;84071;84914;84914;4410700
14/11/2018;84898;85973;84267;85973;85973;5591600
16/11/2018;85975;88516;85975;88515;88515;5184200
19/11/2018;88472;88484;87047;87901;87901;3642100
21/11/2018;87896;87896;86254;87269;87269;4140600
22/11/2018;87269;87656;87222;87477;87477;2244500
23/11/2018;87479;87479;85763;86230;86230;4148700
26/11/2018;86237;87147;84905;85547;85547;4557300
27/11/2018;85547;88018;85377;87891;87891;4971300
28/11/2018;87891;89483;87153;89251;89251;5295600
29/11/2018;89145;89910;88475;89710;89710;4257400
30/11/2018;89709;90246;89258;89504;89504;6736700
03/12/2018;89511;91242;89429;89820;89820;5935600
04/12/2018;89820;90452;88041;88624;88624;4879700
05/12/2018;88644;89111;88449;89040;89040;2790000
06/12/2018;88933;88933;87025;88846;88846;4370100
07/12/2018;88849;89986;87907;88115;88115;4479100
10/12/2018;88115;88384;85915;85915;85915;4084400
11/12/2018;85918;87520;85583;86420;86420;4390100
12/12/2018;86420;87946;86420;86977;86977;5000500
13/12/2018;86979;87842;86856;87838;87838;3658600
14/12/2018;87838;88184;87106;87450;87450;3553300
17/12/2018;87448;87820;86328;86400;86400;3849300
18/12/2018;86400;87274;86400;86610;86610;4093500
19/12/2018;86617;88101;85674;85674;85674;5664200
20/12/2018;85678;86584;84756;85269;85269;6100500
21/12/2018;85269;86554;85134;85697;85697;6076200
26/12/2018;85684;85684;83892;85136;85136;3355100
27/12/2018;85141;85739;84876;85460;85460;3820900
28/12/2018;85469;88044;85469;87887;87887;3649100
02/01/2019;87887;91479;87536;91012;91012;5615400
03/01/2019;91011;91596;89922;91564;91564;6066200
04/01/2019;91577;92701;90824;91841;91841;5322100
07/01/2019;91845;92552;91288;91699;91699;4565000
08/01/2019;91699;92231;91064;92032;92032;4496500
09/01/2019;92033;93626;92028;93613;93613;5011400
10/01/2019;93599;93987;93050;93806;93806;4840600
11/01/2019;93806;93961;93359;93658;93658;5330500
14/01/2019;93645;94474;93335;94474;94474;4486900
15/01/2019;94474;94695;93402;94056;94056;4836400
16/01/2019;94057;94393;93687;94393;94393;4257400
17/01/2019;94393;95682;93950;95351;95351;4944200
18/01/2019;95386;96396;95386;96097;96097;4884000
21/01/2019;96093;96093;94863;96010;96010;2717600
22/01/2019;96008;96070;94662;95103;95103;4256000
23/01/2019;95116;96576;95116;96558;96558;0
24/01/2019;96558;97677;96558;97677;97677;5019400
28/01/2019;97674;97937;94783;95444;95444;7185300
29/01/2019;95508;96751;95508;95639;95639;5262000
30/01/2019;95643;97107;95643;96996;96996;6164400
31/01/2019;96996;98405;96996;97394;97394;5976000
01/02/2019;97395;98044;96990;97861;97861;4301600
04/02/2019;97861;98589;96901;98589;98589;4278300
05/02/2019;98587;98587;97596;98311;98311;4773700
06/02/2019;98308;98308;94636;94636;94636;5458200
07/02/2019;94654;95642;93507;94406;94406;5612500
08/02/2019;94401;95486;93424;95343;95343;5302500
11/02/2019;95351;95499;93737;94413;94413;3767300
12/02/2019;94420;96571;94420;96168;96168;4915000
13/02/2019;96169;96804;95389;95842;95842;5814400
14/02/2019;95843;98019;94915;98015;98015;5222300
15/02/2019;98015;98238;97083;97526;97526;4586300
18/02/2019;97527;97527;96239;96510;96510;2837100
19/02/2019;96513;98185;96513;97659;97659;4830600
20/02/2019;97661;98544;96545;96545;96545;5906800
21/02/2019;96546;97231;95793;96932;96932;5814100
22/02/2019;96929;97887;96929;97886;97886;4426600
25/02/2019;97881;98190;97087;97240;97240;4360000
26/02/2019;97242;97904;97235;97603;97603;3555100
27/02/2019;97603;97782;96886;97307;97307;3873500
28/02/2019;97307;97528;95364;95584;95584;5365700
01/03/2019;95584;96113;94394;94604;94604;4054700
06/03/2019;null;null;null;null;null;null
07/03/2019;94216;94532;93729;94340;94340;4104300
08/03/2019;94340;95476;93305;95365;95365;4054200
11/03/2019;95384;98027;95384;98027;98027;4251500
12/03/2019;98038;98150;97267;97828;97828;3832900
13/03/2019;97831;99267;97464;98904;98904;4812100
14/03/2019;98905;99036;97776;98605;98605;3584500
15/03/2019;98605;99393;98597;99137;99137;5136400
18/03/2019;99141;100038;99141;99994;99994;4204100
19/03/2019;99991;100439;99373;99588;99588;5231100
20/03/2019;99588;99708;97981;98041;98041;4633200
21/03/2019;98041;98046;95456;96729;96729;5321200
22/03/2019;96725;96725;93380;93735;93735;6001100
25/03/2019;93735;94384;93103;93662;93662;4508400
26/03/2019;93668;95525;93668;95307;95307;4660700
27/03/2019;95297;95297;91903;91903;91903;5726900
28/03/2019;91901;94854;91584;94389;94389;5192300
29/03/2019;94402;95863;94402;95415;95415;4674600
01/04/2019;95423;96752;95423;96054;96054;3753500
02/04/2019;96062;96690;94825;95387;95387;3713200
03/04/2019;95392;96442;94124;94491;94491;4308900
04/04/2019;94503;96394;94334;96313;96313;4086200
05/04/2019;96319;97493;96152;97108;97108;3689000
08/04/2019;97110;97610;96743;97369;97369;3430800
09/04/2019;97366;97366;95488;96292;96292;3733400
10/04/2019;96292;96902;95670;95953;95953;4574600
11/04/2019;95954;95954;94173;94755;94755;3530500
12/04/2019;94747;94768;92516;92875;92875;6712200
15/04/2019;92875;93723;92697;93083;93083;4629800
16/04/2019;93082;95062;92879;94333;94333;4581600
17/04/2019;94337;95042;92338;93285;93285;6458600
18/04/2019;93285;95140;93285;94578;94578;4933300
22/04/2019;94578;95038;93721;94588;94588;3176600
23/04/2019;94590;96315;94590;95923;95923;4309100
24/04/2019;95923;95923;94163;95045;95045;4658800
25/04/2019;95027;96552;94213;96552;96552;4878200
26/04/2019;96552;96563;95620;96236;96236;3767100
29/04/2019;96254;97123;96004;96188;96188;3225400
30/04/2019;96191;96707;95613;96353;96353;4228600
02/05/2019;96339;96339;95312;95528;95528;3863600
03/05/2019;95521;96315;95521;96008;96008;4014800
06/05/2019;95992;95992;94540;95009;95009;3216000
07/05/2019;95009;95009;92750;94389;94389;4907400
08/05/2019;94389;96312;94389;95597;95597;4916500
09/05/2019;95597;95597;93883;94808;94808;4152200
10/05/2019;94809;94848;93234;94258;94258;4097900
13/05/2019;94252;94252;91600;91727;91727;4662600
14/05/2019;91736;92529;91562;92092;92092;4045400
15/05/2019;92088;92088;90295;91623;91623;4791900
16/05/2019;91622;91622;89778;90024;90024;5570000
17/05/2019;90023;91321;89409;89993;89993;5342700
20/05/2019;90006;92117;89822;91946;91946;4620000
21/05/2019;91946;94573;91946;94485;94485;5397000
22/05/2019;94485;95212;93883;94361;94361;4232500
23/05/2019;94360;94547;93300;93910;93910;3787800
24/05/2019;93912;94900;93545;93628;93628;3484700
27/05/2019;93626;95444;93626;94864;94864;2544800
28/05/2019;94863;96552;94707;96393;96393;6383100
29/05/2019;96389;96986;95690;96567;96567;4559100
30/05/2019;96566;97939;96511;97457;97457;4398200
31/05/2019;97420;97992;96792;97030;97030;5089500
03/06/2019;97036;97757;96430;97020;97020;4547900
04/06/2019;97020;97723;96593;97380;97380;4293300
05/06/2019;97381;97686;95686;95999;95999;3769100
06/06/2019;96002;97462;96002;97205;97205;4054900
07/06/2019;97205;98326;97205;97821;97821;3718500
10/06/2019;97828;97856;96782;97467;97467;3584000
11/06/2019;97467;98985;97467;98960;98960;4922400
12/06/2019;98960;99240;97831;98321;98321;4948800
13/06/2019;98321;99364;98321;98774;98774;5594000
14/06/2019;98776;98981;97601;98040;98040;9184900
17/06/2019;98038;98439;97623;97623;97623;3926300
18/06/2019;97633;99412;97633;99404;99404;4524500
19/06/2019;99403;100327;98978;100303;100303;4411300
21/06/2019;100305;102100;100305;102013;102013;5490800
24/06/2019;102018;102617;101589;102062;102062;3559800
25/06/2019;102061;102061;99890;100093;100093;4469200
26/06/2019;100095;101126;100095;100689;100689;5013800
27/06/2019;100689;101025;99421;100724;100724;4154700
28/06/2019;100726;101563;100726;100967;100967;4079900
01/07/2019;100973;102432;100973;101340;101340;411600
02/07/2019;101342;101565;100073;100605;100605;4951600
03/07/2019;100576;102177;100451;102043;102043;4801200
04/07/2019;102047;104022;102047;103636;103636;3978700
05/07/2019;103628;104176;102622;104089;104089;4208400
08/07/2019;104090;104679;103988;104530;104530;3500300
10/07/2019;104537;106650;104537;105817;105817;6815700
11/07/2019;105818;105886;104814;105146;105146;4845300
12/07/2019;105158;105731;103903;103906;103906;4748000
15/07/2019;103909;104578;103495;103803;103803;3995500
16/07/2019;103805;104440;103361;103775;103775;4475800
17/07/2019;103775;104453;103712;103856;103856;3818300
18/07/2019;103859;104773;103859;104717;104717;4410900
19/07/2019;104716;104723;103388;103452;103452;3484400
22/07/2019;103452;104278;103452;103949;103949;3464400
23/07/2019;103949;104430;103518;103704;103704;4050300
24/07/2019;103707;104570;103707;104120;104120;4872700
25/07/2019;102991;103464;102390;102655;102655;5804700
26/07/2019;102654;103209;102196;102819;102819;5141400
29/07/2019;102817;103483;102461;103483;103483;3559900
30/07/2019;103483;103555;102596;102933;102933;4060500
31/07/2019;102946;103129;100950;101812;101812;5072900
01/08/2019;101819;104056;101819;102126;102126;7129100
